Hour,Minute,Second,Millisecond,Time,Price
13,15,52,90,13:15:52.090,41.18
11,6,47,582,11:06:47.582,46.54
16,22,36,295,16:22:36.295,42.53
10,3,23,470,10:03:23.470,45.78
12,34,2,249,12:34:02.249,39.95
14,47,56,941,14:47:56.941,44.42
12,17,54,640,12:17:54.640,39.48
10,11,43,70,10:11:43.070,47.21
9,14,26,126,09:14:26.126,45.11
12,57,4,628,12:57:04.628,40.14
11,57,57,322,11:57:57.322,42.12
12,33,47,828,12:33:47.828,40.17
15,22,37,563,15:22:37.563,44.34
10,25,42,258,10:25:42.258,48.27
10,2,11,938,10:02:11.938,45.89
12,19,13,852,12:19:13.852,39.59
16,42,5,974,16:42:05.974,44.64
15,29,0,13,15:29:00.013,42.77
16,41,35,344,16:41:35.344,45.07
16,28,55,992,16:28:55.992,41.63
13,25,10,805,13:25:10.805,41.7
16,16,42,891,16:16:42.891,43.47
14,29,26,499,14:29:26.499,42.42
12,0,58,965,12:00:58.965,40.94
9,9,55,406,09:09:55.406,46.29
16,29,46,292,16:29:46.292,42.43
16,13,31,395,16:13:31.395,42.78
15,51,57,733,15:51:57.733,42.25
13,30,35,802,13:30:35.802,41.89
9,32,39,529,09:32:39.529,45.47
9,5,50,636,09:05:50.636,46.46
16,25,31,583,16:25:31.583,42.16
16,33,47,554,16:33:47.554,43.85
11,44,21,109,11:44:21.109,42.48
15,43,59,963,15:43:59.963,43.09
10,29,54,304,10:29:54.304,48.65
11,59,1,94,11:59:01.094,42
16,5,47,780,16:05:47.780,42.89
12,46,24,376,12:46:24.376,39.07
16,9,6,146,16:09:06.146,43.51
13,11,12,53,13:11:12.053,40.22
11,17,38,858,11:17:38.858,45.48
11,16,9,178,11:16:09.178,45.53
12,32,7,983,12:32:07.983,40.54
10,46,10,627,10:46:10.627,44.92
14,27,24,135,14:27:24.135,42.47
12,50,38,576,12:50:38.576,39.92
16,30,23,24,16:30:23.024,42.48
11,59,17,122,11:59:17.122,42.05
13,53,56,769,13:53:56.769,41.4
10,53,47,807,10:53:47.807,45.19
11,38,31,621,11:38:31.621,41.88
15,16,59,603,15:16:59.603,43.2
9,10,8,324,09:10:08.324,46.14
12,20,42,89,12:20:42.089,39.22
9,22,16,706,09:22:16.706,45.79
9,12,1,806,09:12:01.806,46.16
9,14,43,387,09:14:43.387,45.09
15,52,52,732,15:52:52.732,41.84
15,5,38,331,15:05:38.331,42.36
14,23,9,943,14:23:09.943,42.03
16,27,33,270,16:27:33.270,41.97
10,38,49,436,10:38:49.436,46.08
13,11,49,355,13:11:49.355,40.25
12,36,12,411,12:36:12.411,39.2
12,40,17,353,12:40:17.353,38.29
10,6,29,654,10:06:29.654,46.14
11,19,30,35,11:19:30.035,45.89
9,22,56,109,09:22:56.109,45.55
16,13,16,784,16:13:16.784,43.18
14,33,25,254,14:33:25.254,42.6
11,11,51,775,11:11:51.775,46.01
11,37,39,983,11:37:39.983,42.82
12,55,4,716,12:55:04.716,40.51
15,41,7,74,15:41:07.074,43.7
13,8,15,614,13:08:15.614,40.22
14,48,21,822,14:48:21.822,44.72
11,37,17,554,11:37:17.554,43.04
14,41,55,136,14:41:55.136,43.34
10,20,37,728,10:20:37.728,46.61
14,0,7,746,14:00:07.746,39.38
12,28,3,405,12:28:03.405,39.43
14,36,12,60,14:36:12.060,42.98
12,4,56,400,12:04:56.400,40.18
16,48,8,888,16:48:08.888,42.76
10,44,15,428,10:44:15.428,44.3
11,30,24,26,11:30:24.026,42.97
15,16,9,116,15:16:09.116,42.77
9,13,8,105,09:13:08.105,45.85
16,31,58,833,16:31:58.833,42.56
9,20,53,494,09:20:53.494,45.7
11,29,48,801,11:29:48.801,43.46
10,4,5,559,10:04:05.559,45.9
12,7,16,326,12:07:16.326,40.55
16,40,55,95,16:40:55.095,45.82
9,22,30,441,09:22:30.441,45.54
13,53,2,95,13:53:02.095,41.81
10,37,1,398,10:37:01.398,46.37
12,42,22,478,12:42:22.478,39.31
13,0,15,65,13:00:15.065,41
13,55,39,202,13:55:39.202,40.84
14,23,11,722,14:23:11.722,42.06
16,18,36,585,16:18:36.585,42.66
11,58,15,685,11:58:15.685,41.84
16,55,6,77,16:55:06.077,44.71
12,50,52,173,12:50:52.173,40.27
13,59,16,467,13:59:16.467,39.15
13,59,42,80,13:59:42.080,39.47
15,57,30,75,15:57:30.075,42.49
11,56,12,807,11:56:12.807,42.93
11,58,16,710,11:58:16.710,41.78
15,42,29,395,15:42:29.395,43.74
14,10,28,642,14:10:28.642,39.35
13,23,37,157,13:23:37.157,42.2
14,9,41,692,14:09:41.692,39.04
13,13,25,286,13:13:25.286,40.77
15,4,20,564,15:04:20.564,42.49
11,17,17,936,11:17:17.936,45.22
13,9,29,420,13:09:29.420,40.37
11,49,33,834,11:49:33.834,42.71
12,26,8,64,12:26:08.064,39.77
16,54,11,918,16:54:11.918,44.53
14,0,56,91,14:00:56.091,39.39
16,43,4,773,16:43:04.773,44.3
15,49,48,812,15:49:48.812,42.57
15,33,36,292,15:33:36.292,42.95
9,40,0,645,09:40:00.645,44.48
15,30,19,935,15:30:19.935,43.66
14,41,6,330,14:41:06.330,42.85
11,4,49,468,11:04:49.468,46.33
13,0,24,435,13:00:24.435,41.16
15,49,10,839,15:49:10.839,42.78
14,31,24,744,14:31:24.744,42.92
9,17,34,5,09:17:34.005,45.5
11,2,10,191,11:02:10.191,45.66
15,47,5,787,15:47:05.787,42.55
12,33,10,670,12:33:10.670,40.29
16,6,37,49,16:06:37.049,43.17
11,11,19,322,11:11:19.322,45.56
16,32,37,986,16:32:37.986,42.68
12,49,17,1,12:49:17.001,39.77
11,46,5,603,11:46:05.603,43.08
13,9,52,634,13:09:52.634,40.27
9,0,40,999,09:00:40.999,46.33
13,25,46,601,13:25:46.601,42.04
16,54,40,521,16:54:40.521,44.34
10,18,31,407,10:18:31.407,47.39
11,55,40,128,11:55:40.128,42.48
13,36,22,955,13:36:22.955,43.55
16,4,46,843,16:04:46.843,42.48
11,3,10,465,11:03:10.465,45.54
11,36,42,136,11:36:42.136,42.97
11,49,43,804,11:49:43.804,42.83
14,21,19,176,14:21:19.176,41.72
9,21,12,41,09:21:12.041,46.14
16,43,46,53,16:43:46.053,44.58
9,55,55,384,09:55:55.384,44.9
15,59,21,53,15:59:21.053,42.9
9,4,40,57,09:04:40.057,46.47
13,32,31,435,13:32:31.435,42.47
12,48,8,250,12:48:08.250,39.34
15,18,49,956,15:18:49.956,43.61
16,9,38,718,16:09:38.718,43.84
16,32,57,462,16:32:57.462,43.03
11,54,13,584,11:54:13.584,41.67
15,50,24,881,15:50:24.881,42
13,52,35,407,13:52:35.407,42.16
16,42,39,698,16:42:39.698,44.19
16,56,18,812,16:56:18.812,44.48
12,8,32,791,12:08:32.791,40.87
9,38,12,327,09:38:12.327,44
10,36,44,3,10:36:44.003,46.67
11,53,45,829,11:53:45.829,41.58
11,4,31,311,11:04:31.311,46.17
12,24,12,346,12:24:12.346,39.24
16,51,56,257,16:51:56.257,43.17
10,0,44,222,10:00:44.222,45.35
14,2,53,20,14:02:53.020,38.41
13,43,38,736,13:43:38.736,42.79
15,31,37,466,15:31:37.466,43.46
16,35,28,899,16:35:28.899,43.33
9,37,2,368,09:37:02.368,44.26
11,30,5,904,11:30:05.904,43.13
13,9,53,677,13:09:53.677,40.26
9,8,26,433,09:08:26.433,45.54
9,19,29,74,09:19:29.074,45.31
9,39,59,548,09:39:59.548,44.32
10,32,13,476,10:32:13.476,47.3
10,17,6,458,10:17:06.458,47.45
11,17,47,856,11:17:47.856,45.47
14,6,43,706,14:06:43.706,38.65
12,7,35,986,12:07:35.986,40.84
9,57,21,418,09:57:21.418,45.53
13,1,3,52,13:01:03.052,40.67
12,41,49,174,12:41:49.174,39.39
15,5,55,650,15:05:55.650,42.38
10,15,8,307,10:15:08.307,46.83
15,32,0,568,15:32:00.568,43.52
15,31,34,309,15:31:34.309,43.45
11,1,22,778,11:01:22.778,46.74
12,11,43,294,12:11:43.294,40.65
10,43,53,868,10:43:53.868,43.93
13,13,35,636,13:13:35.636,40.65
13,31,54,483,13:31:54.483,42.67
10,54,12,209,10:54:12.209,45.38
16,21,44,362,16:21:44.362,42.77
16,44,22,456,16:44:22.456,44.84
15,11,10,168,15:11:10.168,42.43
10,30,20,69,10:30:20.069,48.74
9,10,11,615,09:10:11.615,46.23
14,24,55,791,14:24:55.791,42.37
11,22,43,506,11:22:43.506,44.8
11,31,54,94,11:31:54.094,43.05
14,26,32,427,14:26:32.427,42.11
9,16,41,120,09:16:41.120,45.78
12,52,26,18,12:52:26.018,40.49
15,24,28,68,15:24:28.068,44.82
16,54,37,231,16:54:37.231,44.27
14,13,57,850,14:13:57.850,40.39
11,24,49,573,11:24:49.573,44.31
14,42,22,792,14:42:22.792,43.33
15,11,9,621,15:11:09.621,42.44
13,12,27,122,13:12:27.122,40.31
14,4,59,956,14:04:59.956,38.93
10,3,44,988,10:03:44.988,45.98
15,0,46,540,15:00:46.540,43.07
14,17,35,496,14:17:35.496,40.12
9,21,42,492,09:21:42.492,46.25
11,13,45,225,11:13:45.225,46.04
14,40,6,522,14:40:06.522,43.73
13,25,40,336,13:25:40.336,42.18
16,10,32,922,16:10:32.922,43.89
9,33,24,360,09:33:24.360,45.91
9,59,6,119,09:59:06.119,45.06
9,27,27,615,09:27:27.615,45.13
16,14,20,786,16:14:20.786,42.61
9,34,55,692,09:34:55.692,45.09
11,42,20,144,11:42:20.144,42.54
10,54,9,564,10:54:09.564,45.24
9,25,46,76,09:25:46.076,44.99
15,23,58,346,15:23:58.346,44.69
11,50,21,433,11:50:21.433,42.35
14,48,26,640,14:48:26.640,44.66
9,22,33,323,09:22:33.323,45.63
11,49,25,502,11:49:25.502,42.68
12,46,0,462,12:46:00.462,39.8
14,40,39,781,14:40:39.781,43.18
13,51,30,12,13:51:30.012,42.3
9,24,22,58,09:24:22.058,45.4
9,29,18,937,09:29:18.937,46.15
12,42,52,525,12:42:52.525,39.02
16,13,28,775,16:13:28.775,42.82
13,10,5,32,13:10:05.032,40.27
11,15,16,403,11:15:16.403,45.51
11,1,8,720,11:01:08.720,46.79
10,20,54,184,10:20:54.184,46.38
15,5,44,697,15:05:44.697,42.31
16,55,5,706,16:55:05.706,44.73
13,42,29,418,13:42:29.418,42.65
9,30,42,848,09:30:42.848,46.74
16,42,41,977,16:42:41.977,44.33
14,47,35,432,14:47:35.432,44.66
13,12,1,371,13:12:01.371,40.16
10,26,45,150,10:26:45.150,47.65
15,8,45,61,15:08:45.061,42.28
9,55,25,57,09:55:25.057,44.99
9,33,39,673,09:33:39.673,46.1
12,33,38,890,12:33:38.890,40.03
9,59,2,477,09:59:02.477,45.13
15,13,54,676,15:13:54.676,43.09
9,10,30,843,09:10:30.843,46.25
15,18,51,719,15:18:51.719,43.66
10,10,7,703,10:10:07.703,47.43
15,10,39,724,15:10:39.724,42.21
15,6,25,674,15:06:25.674,42.31
10,5,49,175,10:05:49.175,46.18
11,13,18,148,11:13:18.148,46.05
9,51,59,275,09:51:59.275,45.52
11,13,55,663,11:13:55.663,45.89
11,20,57,720,11:20:57.720,45.31
12,52,30,954,12:52:30.954,40.75
11,44,14,589,11:44:14.589,42.48
10,19,14,629,10:19:14.629,47.33
13,23,15,116,13:23:15.116,42.27
15,58,11,439,15:58:11.439,42.21
15,36,2,177,15:36:02.177,44.34
10,21,28,519,10:21:28.519,46.62
11,33,11,92,11:33:11.092,43.45
16,42,39,135,16:42:39.135,44.18
15,1,59,87,15:01:59.087,42.79
9,50,0,843,09:50:00.843,46.14
11,21,51,436,11:21:51.436,45.05
10,6,27,502,10:06:27.502,46.21
12,21,3,27,12:21:03.027,39.18
16,7,8,707,16:07:08.707,43.13
15,46,27,151,15:46:27.151,43.15
14,57,46,410,14:57:46.410,43.88
10,41,20,237,10:41:20.237,45.09
16,16,42,250,16:16:42.250,43.39
10,12,54,157,10:12:54.157,46.82
15,35,5,541,15:35:05.541,43.8
16,47,5,144,16:47:05.144,43.31
11,28,3,512,11:28:03.512,43.39
9,18,42,582,09:18:42.582,44.86
12,1,14,790,12:01:14.790,40.67
13,48,4,720,13:48:04.720,42.03
10,3,56,961,10:03:56.961,45.89
10,23,34,565,10:23:34.565,47.26
12,7,41,421,12:07:41.421,40.9
13,43,41,551,13:43:41.551,42.89
10,32,9,897,10:32:09.897,47.43
11,14,17,441,11:14:17.441,45.67
11,6,48,945,11:06:48.945,46.51
14,47,29,399,14:47:29.399,44.63
12,43,53,751,12:43:53.751,39.18
9,5,41,688,09:05:41.688,46.43
15,17,0,867,15:17:00.867,43.26
15,28,25,160,15:28:25.160,43.24
14,34,22,771,14:34:22.771,42.6
15,46,58,342,15:46:58.342,42.71
9,46,56,687,09:46:56.687,45.61
14,9,1,710,14:09:01.710,39.25
16,17,34,82,16:17:34.082,43.08
10,1,42,648,10:01:42.648,45.73
13,13,46,851,13:13:46.851,40.51
15,8,17,602,15:08:17.602,42.1
13,19,15,115,13:19:15.115,41.88
10,33,3,597,10:33:03.597,46.99
9,44,23,656,09:44:23.656,44.67
12,13,30,133,12:13:30.133,39.83
9,19,31,417,09:19:31.417,45.29
11,16,23,348,11:16:23.348,45.24
10,29,54,810,10:29:54.810,48.72
9,0,4,116,09:00:04.116,46.1
9,14,36,177,09:14:36.177,45.33
11,36,40,741,11:36:40.741,43.07
16,11,26,82,16:11:26.082,44.15
14,1,30,256,14:01:30.256,39.24
11,32,15,649,11:32:15.649,43.15
12,10,50,614,12:10:50.614,40.6
15,20,11,658,15:20:11.658,44.37
10,9,11,662,10:09:11.662,47.03
14,19,40,645,14:19:40.645,40.8
12,51,20,959,12:51:20.959,40.4
9,53,29,814,09:53:29.814,45.12
10,11,15,935,10:11:15.935,47.15
10,32,37,289,10:32:37.289,47.09
14,57,19,972,14:57:19.972,43.71
12,17,0,647,12:17:00.647,39.31
16,12,53,374,16:12:53.374,43.43
10,38,11,293,10:38:11.293,45.96
16,31,32,211,16:31:32.211,42.53
14,28,40,696,14:28:40.696,42.05
14,12,28,222,14:12:28.222,39.6
15,51,52,622,15:51:52.622,42.29
11,2,15,730,11:02:15.730,45.64
12,36,7,461,12:36:07.461,39.19
12,13,30,69,12:13:30.069,39.87
10,4,51,991,10:04:51.991,45.85
14,49,39,809,14:49:39.809,44.01
10,53,1,898,10:53:01.898,44.97
10,31,13,732,10:31:13.732,47.75
15,7,19,517,15:07:19.517,41.87
11,56,23,425,11:56:23.425,42.85
16,6,34,784,16:06:34.784,43.09
12,1,31,434,12:01:31.434,40.44
16,56,21,442,16:56:21.442,44.39
16,23,31,931,16:23:31.931,42.54
11,37,12,85,11:37:12.085,43.11
11,47,54,404,11:47:54.404,43.01
9,28,14,466,09:28:14.466,45.91
9,41,4,130,09:41:04.130,44.84
15,46,17,479,15:46:17.479,42.6
12,23,19,441,12:23:19.441,38.84
15,16,23,190,15:16:23.190,42.67
13,47,38,169,13:47:38.169,42.49
13,20,0,212,13:20:00.212,42.19
14,16,30,625,14:16:30.625,40.35
9,45,43,287,09:45:43.287,45.01
11,8,46,917,11:08:46.917,46.63
12,18,20,661,12:18:20.661,39.3
11,37,10,550,11:37:10.550,43.17
15,52,3,10,15:52:03.010,41.99
11,13,8,778,11:13:08.778,45.95
16,49,28,165,16:49:28.165,42.53
16,17,3,617,16:17:03.617,43.34
15,7,36,807,15:07:36.807,41.98
12,41,30,165,12:41:30.165,39.42
10,19,30,390,10:19:30.390,47.22
16,32,33,866,16:32:33.866,42.66
16,5,34,731,16:05:34.731,42.9
15,20,23,586,15:20:23.586,43.98
13,30,23,947,13:30:23.947,42.01
14,53,10,435,14:53:10.435,44.21
15,55,12,445,15:55:12.445,41.18
14,47,33,944,14:47:33.944,44.64
10,42,20,635,10:42:20.635,43.82
9,51,36,698,09:51:36.698,45.9
14,56,3,135,14:56:03.135,42.48
16,3,54,905,16:03:54.905,42.16
9,18,5,349,09:18:05.349,45.48
10,57,9,636,10:57:09.636,45.6
11,33,44,297,11:33:44.297,43.46
12,53,11,903,12:53:11.903,40.84
15,45,13,744,15:45:13.744,43.27
11,7,12,437,11:07:12.437,46.46
12,9,14,336,12:09:14.336,40.74
11,4,17,610,11:04:17.610,46.58
13,51,56,969,13:51:56.969,42.39
15,47,26,110,15:47:26.110,42.74
15,51,37,1,15:51:37.001,42.15
9,3,18,975,09:03:18.975,46.06
15,57,36,248,15:57:36.248,42.31
10,38,22,557,10:38:22.557,45.82
13,51,51,90,13:51:51.090,42.22
9,5,59,521,09:05:59.521,46.66
12,51,8,14,12:51:08.014,40.19
9,10,12,196,09:10:12.196,46.17
9,52,41,49,09:52:41.049,45.42
10,5,52,480,10:05:52.480,46.19
14,1,7,464,14:01:07.464,39.19
14,5,28,645,14:05:28.645,39.02
11,10,34,932,11:10:34.932,45.95
11,24,20,130,11:24:20.130,44.19
15,4,34,834,15:04:34.834,42.57
10,37,1,223,10:37:01.223,46.36
10,24,56,533,10:24:56.533,47.53
9,47,4,47,09:47:04.047,45.67
15,48,59,869,15:48:59.869,43.06
15,33,21,485,15:33:21.485,43
15,1,8,903,15:01:08.903,43.16
10,58,53,219,10:58:53.219,45.6
13,40,46,539,13:40:46.539,43.12
16,21,22,276,16:21:22.276,42.52
14,58,43,745,14:58:43.745,43.44
11,6,52,888,11:06:52.888,46.43
15,50,12,800,15:50:12.800,42.33
14,22,28,223,14:22:28.223,41.67
11,2,37,608,11:02:37.608,45.95
16,14,14,892,16:14:14.892,42.59
10,59,15,108,10:59:15.108,45.91
10,36,57,112,10:36:57.112,46.51
9,52,55,780,09:52:55.780,45.6
12,51,16,247,12:51:16.247,40.3
16,5,41,32,16:05:41.032,42.71
11,1,15,207,11:01:15.207,46.84
10,33,49,858,10:33:49.858,47.88
11,25,9,414,11:25:09.414,44.44
9,27,45,9,09:27:45.009,45.56
9,30,48,764,09:30:48.764,46.62
9,24,50,240,09:24:50.240,45.13
11,10,47,688,11:10:47.688,45.69
12,4,34,989,12:04:34.989,39.95
11,16,52,377,11:16:52.377,45.21
11,55,34,659,11:55:34.659,42.45
11,23,17,940,11:23:17.940,44.7
10,28,43,46,10:28:43.046,48.03
13,4,36,427,13:04:36.427,41.4
9,26,48,209,09:26:48.209,44.93
16,8,38,692,16:08:38.692,43.53
15,36,11,43,15:36:11.043,44.31
15,36,40,494,15:36:40.494,44.3
12,22,28,82,12:22:28.082,38.65
13,10,16,424,13:10:16.424,40.42
14,29,27,644,14:29:27.644,42.38
13,14,5,384,13:14:05.384,40.9
12,33,46,150,12:33:46.150,40.25
16,6,28,229,16:06:28.229,42.98
12,14,26,918,12:14:26.918,39.38
12,28,0,705,12:28:00.705,39.42
13,35,35,287,13:35:35.287,43.45
9,56,25,424,09:56:25.424,45.29
10,0,18,864,10:00:18.864,45.6
10,29,14,813,10:29:14.813,48.1
11,14,37,965,11:14:37.965,45.53
13,44,20,492,13:44:20.492,42.96
11,19,25,636,11:19:25.636,45.89
11,54,27,593,11:54:27.593,41.8
16,38,34,977,16:38:34.977,44.63
11,38,56,608,11:38:56.608,42.5
15,10,6,986,15:10:06.986,42.21
11,39,33,29,11:39:33.029,42.64
16,46,23,215,16:46:23.215,43.91
13,9,3,444,13:09:03.444,40.81
16,6,50,107,16:06:50.107,43.19
13,7,22,912,13:07:22.912,40.47
9,3,23,676,09:03:23.676,46.17
16,5,15,193,16:05:15.193,42.49
14,1,14,208,14:01:14.208,39.46
9,17,21,396,09:17:21.396,45.59
9,5,9,195,09:05:09.195,46.27
11,31,1,142,11:31:01.142,42.78
14,23,38,69,14:23:38.069,41.73
9,9,5,660,09:09:05.660,45.62
13,43,6,305,13:43:06.305,43.13
12,12,58,559,12:12:58.559,40.32
15,21,58,303,15:21:58.303,43.83
16,50,2,90,16:50:02.090,42.39
15,27,37,60,15:27:37.060,43.04
16,31,30,664,16:31:30.664,42.55
14,6,39,179,14:06:39.179,38.4
9,21,11,904,09:21:11.904,46.18
13,37,28,341,13:37:28.341,42.94
14,12,40,198,14:12:40.198,39.68
10,7,30,235,10:07:30.235,46.73
16,59,15,652,16:59:15.652,43.28
12,52,30,988,12:52:30.988,40.74
11,41,58,93,11:41:58.093,42.73
15,36,42,186,15:36:42.186,44.23
15,9,41,296,15:09:41.296,42.31
16,52,30,80,16:52:30.080,43.38
15,48,31,221,15:48:31.221,42.74
11,31,49,131,11:31:49.131,43
15,52,4,182,15:52:04.182,42.01
10,36,40,98,10:36:40.098,46.66
10,19,51,734,10:19:51.734,46.84
14,49,55,619,14:49:55.619,43.87
14,2,56,305,14:02:56.305,38.43
15,8,37,97,15:08:37.097,42.48
13,52,53,379,13:52:53.379,42.06
11,32,2,593,11:32:02.593,43.04
16,3,3,169,16:03:03.169,42.29
15,8,0,859,15:08:00.859,42.1
16,45,29,560,16:45:29.560,44.27
13,43,9,206,13:43:09.206,43.11
11,25,45,1,11:25:45.001,44.1
10,5,18,905,10:05:18.905,46.24
14,13,25,524,14:13:25.524,40.29
9,0,28,273,09:00:28.273,46.09
13,23,21,481,13:23:21.481,42.2
14,17,11,285,14:17:11.285,40.16
9,57,35,82,09:57:35.082,45.71
15,30,45,225,15:30:45.225,43.68
14,53,34,470,14:53:34.470,44.17
13,44,24,382,13:44:24.382,43.08
16,45,52,842,16:45:52.842,43.8
14,3,21,622,14:03:21.622,38.4
13,26,8,317,13:26:08.317,42.14
10,47,44,321,10:47:44.321,45.47
11,53,17,523,11:53:17.523,41.86
12,24,13,803,12:24:13.803,39.18
12,27,37,163,12:27:37.163,39.81
9,31,0,722,09:31:00.722,46.38
15,24,32,802,15:24:32.802,44.44
11,30,23,175,11:30:23.175,42.98
11,4,54,782,11:04:54.782,46.29
14,1,17,723,14:01:17.723,39.58
13,41,6,310,13:41:06.310,42.99
13,7,19,924,13:07:19.924,40.45
13,46,40,781,13:46:40.781,43.17
16,53,41,294,16:53:41.294,44.28
9,38,31,84,09:38:31.084,44.06
16,28,41,694,16:28:41.694,41.68
10,23,18,905,10:23:18.905,47.37
12,26,55,10,12:26:55.010,40.03
9,42,58,419,09:42:58.419,44.78
11,25,53,88,11:25:53.088,44.18
13,58,59,296,13:58:59.296,39.02
13,57,6,600,13:57:06.600,39.51
9,45,0,987,09:45:00.987,45.38
11,28,40,242,11:28:40.242,43.32
11,38,44,651,11:38:44.651,42.4
11,32,54,419,11:32:54.419,43.28
13,33,0,244,13:33:00.244,42.18
9,23,36,537,09:23:36.537,45.86
10,51,55,361,10:51:55.361,45.55
14,42,12,424,14:42:12.424,43.37
10,34,1,744,10:34:01.744,47.87
11,22,19,788,11:22:19.788,44.82
9,55,18,438,09:55:18.438,45.24
13,21,59,240,13:21:59.240,42.31
16,11,8,324,16:11:08.324,43.86
10,42,41,620,10:42:41.620,44.01
10,32,21,128,10:32:21.128,47.18
14,31,23,888,14:31:23.888,42.9
14,5,8,222,14:05:08.222,38.93
14,8,44,870,14:08:44.870,39.15
9,51,6,24,09:51:06.024,46.12
15,16,13,236,15:16:13.236,42.71
11,17,13,850,11:17:13.850,45.25
12,44,55,767,12:44:55.767,39.45
14,43,51,422,14:43:51.422,43.01
12,16,27,708,12:16:27.708,39.32
15,55,27,2,15:55:27.002,40.94
16,2,42,310,16:02:42.310,42.51
14,45,18,193,14:45:18.193,43.78
11,39,46,104,11:39:46.104,42.54
11,46,34,143,11:46:34.143,42.94
13,31,52,975,13:31:52.975,42.62
11,29,30,494,11:29:30.494,43.26
14,29,17,283,14:29:17.283,42.21
12,53,47,682,12:53:47.682,40.85
15,6,12,134,15:06:12.134,42.27
13,24,30,145,13:24:30.145,42.02
11,20,19,227,11:20:19.227,45.16
9,0,46,241,09:00:46.241,46.45
15,6,44,953,15:06:44.953,42.57
9,23,17,689,09:23:17.689,45.63
10,28,39,78,10:28:39.078,48.25
12,12,40,153,12:12:40.153,40.48
14,15,31,434,14:15:31.434,39.98
11,40,52,754,11:40:52.754,42.72
15,13,35,700,15:13:35.700,43.14
11,13,37,306,11:13:37.306,46.16
14,56,55,638,14:56:55.638,43.72
10,50,9,569,10:50:09.569,46.11
13,57,58,250,13:57:58.250,39.4
15,29,55,671,15:29:55.671,43.32
9,45,1,442,09:45:01.442,45.36
9,6,21,198,09:06:21.198,46.74
14,8,32,139,14:08:32.139,38.82
13,13,53,146,13:13:53.146,40.46
15,24,50,22,15:24:50.022,43.77
14,20,10,697,14:20:10.697,41.24
