Hour,Minute,Second,Millisecond,Time,Price
9,1,2,856,09:01:02.856,104.068
9,1,2,973,09:01:02.973,104.099
9,1,3,89,09:01:03.089,104.179
9,1,3,417,09:01:03.417,104.053
9,1,3,536,09:01:03.536,104.04
9,1,3,976,09:01:03.976,104.217
9,1,4,135,09:01:04.135,104.202
9,1,4,477,09:01:04.477,104.224
9,1,4,786,09:01:04.786,104.108
9,1,5,57,09:01:05.057,104.041
9,1,5,369,09:01:05.369,104.006
9,1,5,764,09:01:05.764,104.013
9,1,6,316,09:01:06.316,104.284
9,1,6,405,09:01:06.405,0
9,1,6,672,09:01:06.672,0
9,1,6,898,09:01:06.898,104.554
9,1,6,929,09:01:06.929,0
9,1,7,399,09:01:07.399,104.823
9,1,7,416,09:01:07.416,0
9,1,7,800,09:01:07.800,0
9,1,7,951,09:01:07.951,0
9,1,7,993,09:01:07.993,0
9,1,8,529,09:01:08.529,104.902
9,1,9,98,09:01:09.098,105.052
9,1,9,688,09:01:09.688,105.159
9,1,9,723,09:01:09.723,104.979
9,1,9,995,09:01:09.995,105.113
9,1,10,97,09:01:10.097,105.093
9,1,10,383,09:01:10.383,105.113
9,1,10,804,09:01:10.804,105.069
9,1,10,913,09:01:10.913,104.991
9,1,11,149,09:01:11.149,104.998
9,1,11,369,09:01:11.369,105.022
9,1,11,516,09:01:11.516,104.912
9,1,11,576,09:01:11.576,105.014
9,1,11,772,09:01:11.772,105.111
9,1,11,844,09:01:11.844,105.156
9,1,12,376,09:01:12.376,105.319
9,1,12,421,09:01:12.421,105.157
9,1,12,824,09:01:12.824,105.198
9,1,13,74,09:01:13.074,105.127
9,1,13,465,09:01:13.465,105.155
9,1,13,984,09:01:13.984,105.065
9,1,14,223,09:01:14.223,105.187
9,1,14,585,09:01:14.585,105.062
9,1,14,650,09:01:14.650,104.922
9,1,14,950,09:01:14.950,104.736
9,1,15,397,09:01:15.397,104.664
9,1,15,417,09:01:15.417,104.76
9,1,15,548,09:01:15.548,104.559
9,1,15,649,09:01:15.649,104.413
9,1,16,111,09:01:16.111,104.593
9,1,16,305,09:01:16.305,104.659
9,1,16,588,09:01:16.588,104.509
9,1,16,656,09:01:16.656,104.685
9,1,16,864,09:01:16.864,104.671
9,1,17,223,09:01:17.223,104.692
9,1,17,635,09:01:17.635,104.722
9,1,17,825,09:01:17.825,104.708
9,1,18,393,09:01:18.393,104.687
9,1,18,969,09:01:18.969,104.851
9,1,19,529,09:01:19.529,104.851
9,1,20,8,09:01:20.008,104.964
9,1,20,170,09:01:20.170,104.933
9,1,20,336,09:01:20.336,105.026
9,1,20,720,09:01:20.720,105.05
9,1,21,277,09:01:21.277,105.095
9,1,21,714,09:01:21.714,105.046
9,1,21,880,09:01:21.880,105.171
9,1,22,295,09:01:22.295,105.144
9,1,22,473,09:01:22.473,105.036
9,1,22,530,09:01:22.530,104.897
9,1,22,994,09:01:22.994,104.773
9,1,23,321,09:01:23.321,104.796
9,1,23,823,09:01:23.823,104.888
9,1,24,274,09:01:24.274,104.668
9,1,24,349,09:01:24.349,104.612
9,1,24,746,09:01:24.746,104.49
9,1,25,164,09:01:25.164,104.587
9,1,25,339,09:01:25.339,104.535
9,1,25,878,09:01:25.878,104.655
9,1,25,969,09:01:25.969,104.828
9,1,26,22,09:01:26.022,104.656
9,1,26,77,09:01:26.077,104.787
9,1,26,572,09:01:26.572,104.619
9,1,26,845,09:01:26.845,104.71
9,1,27,421,09:01:27.421,104.754
9,1,27,571,09:01:27.571,104.673
9,1,28,54,09:01:28.054,104.583
9,1,28,498,09:01:28.498,104.61
9,1,28,739,09:01:28.739,104.514
9,1,29,90,09:01:29.090,104.417
9,1,29,138,09:01:29.138,104.422
9,1,29,391,09:01:29.391,104.421
9,1,29,415,09:01:29.415,104.415
9,1,29,471,09:01:29.471,104.267
9,1,29,719,09:01:29.719,104.131
9,1,29,751,09:01:29.751,104.156
9,1,30,46,09:01:30.046,104.266
9,1,30,151,09:01:30.151,104.089
9,1,30,357,09:01:30.357,104.053
9,1,30,468,09:01:30.468,103.981
9,1,30,960,09:01:30.960,104.034
9,1,31,197,09:01:31.197,104.025
9,1,31,279,09:01:31.279,104.097
9,1,31,340,09:01:31.340,104.238
9,1,31,711,09:01:31.711,104.265
9,1,32,303,09:01:32.303,104.517
9,1,32,362,09:01:32.362,104.365
9,1,32,641,09:01:32.641,104.5
9,1,32,697,09:01:32.697,104.438
9,1,33,245,09:01:33.245,104.228
9,1,33,741,09:01:33.741,104.112
9,1,33,979,09:01:33.979,104.022
9,1,34,543,09:01:34.543,104.051
9,1,35,33,09:01:35.033,103.919
9,1,35,376,09:01:35.376,103.729
9,1,35,570,09:01:35.570,103.695
9,1,35,678,09:01:35.678,103.588
9,1,35,754,09:01:35.754,103.734
9,1,35,928,09:01:35.928,103.6
9,1,35,979,09:01:35.979,103.636
9,1,36,196,09:01:36.196,103.42
9,1,36,358,09:01:36.358,103.343
9,1,36,701,09:01:36.701,103.417
9,1,37,227,09:01:37.227,103.514
9,1,37,450,09:01:37.450,103.464
9,1,37,881,09:01:37.881,103.444
9,1,38,230,09:01:38.230,103.533
9,1,38,790,09:01:38.790,103.525
9,1,38,930,09:01:38.930,103.363
9,1,39,194,09:01:39.194,103.289
9,1,39,223,09:01:39.223,103.217
9,1,39,525,09:01:39.525,103.372
9,1,39,587,09:01:39.587,103.276
9,1,39,717,09:01:39.717,103.25
9,1,40,183,09:01:40.183,103.205
9,1,40,561,09:01:40.561,103.339
9,1,40,754,09:01:40.754,103.254
9,1,41,249,09:01:41.249,103.13
9,1,41,713,09:01:41.713,103.071
9,1,41,758,09:01:41.758,102.992
9,1,41,863,09:01:41.863,102.967
9,1,42,346,09:01:42.346,102.949
9,1,42,478,09:01:42.478,103.044
9,1,42,963,09:01:42.963,103.034
9,1,43,111,09:01:43.111,102.918
9,1,43,582,09:01:43.582,102.912
9,1,43,675,09:01:43.675,102.857
9,1,43,968,09:01:43.968,102.642
9,1,44,132,09:01:44.132,102.549
9,1,44,598,09:01:44.598,102.569
9,1,44,903,09:01:44.903,102.598
9,1,45,389,09:01:45.389,102.709
9,1,45,881,09:01:45.881,102.646
9,1,46,10,09:01:46.010,102.568
9,1,46,119,09:01:46.119,102.579
9,1,46,271,09:01:46.271,102.631
9,1,46,337,09:01:46.337,102.517
9,1,46,698,09:01:46.698,102.53
9,1,47,57,09:01:47.057,102.657
9,1,47,340,09:01:47.340,102.637
9,1,47,883,09:01:47.883,102.816
9,1,48,357,09:01:48.357,102.951
9,1,48,608,09:01:48.608,102.952
9,1,48,651,09:01:48.651,102.767
9,1,48,675,09:01:48.675,102.835
9,1,48,956,09:01:48.956,102.804
9,1,49,338,09:01:49.338,102.697
9,1,49,754,09:01:49.754,102.651
9,1,49,878,09:01:49.878,102.731
9,1,50,127,09:01:50.127,102.571
9,1,50,208,09:01:50.208,102.562
9,1,50,657,09:01:50.657,102.691
9,1,50,871,09:01:50.871,102.833
9,1,50,874,09:01:50.874,102.857
9,1,50,956,09:01:50.956,102.848
9,1,51,84,09:01:51.084,102.738
9,1,51,325,09:01:51.325,102.833
9,1,51,901,09:01:51.901,102.787
9,1,52,495,09:01:52.495,102.699
9,1,52,746,09:01:52.746,102.739
9,1,52,879,09:01:52.879,102.645
9,1,53,138,09:01:53.138,102.477
9,1,53,315,09:01:53.315,102.381
9,1,53,375,09:01:53.375,102.421
9,1,53,540,09:01:53.540,102.487
9,1,53,794,09:01:53.794,102.575
9,1,53,868,09:01:53.868,102.74
9,1,53,976,09:01:53.976,102.721
9,1,53,991,09:01:53.991,102.857
9,1,54,205,09:01:54.205,102.692
9,1,54,629,09:01:54.629,102.626
9,1,54,797,09:01:54.797,102.712
9,1,55,46,09:01:55.046,102.709
9,1,55,209,09:01:55.209,102.786
9,1,55,435,09:01:55.435,102.738
9,1,55,997,09:01:55.997,102.598
9,1,56,270,09:01:56.270,102.57
9,1,56,642,09:01:56.642,102.626
9,1,56,942,09:01:56.942,102.739
9,1,57,46,09:01:57.046,102.682
9,1,57,170,09:01:57.170,102.871
9,1,57,303,09:01:57.303,102.8
9,1,57,334,09:01:57.334,102.759
9,1,57,664,09:01:57.664,102.976
9,1,57,671,09:01:57.671,102.932
9,1,57,722,09:01:57.722,102.925
9,1,57,796,09:01:57.796,102.879
9,1,58,97,09:01:58.097,103.024
9,1,58,641,09:01:58.641,103.163
9,1,58,790,09:01:58.790,103.005
9,1,58,797,09:01:58.797,103
9,1,59,27,09:01:59.027,102.945
9,1,59,499,09:01:59.499,103.041
9,2,0,0,09:02:00.000,103.193
9,2,0,262,09:02:00.262,103.289
9,2,0,590,09:02:00.590,103.397
9,2,0,642,09:02:00.642,103.516
9,2,0,845,09:02:00.845,103.578
9,2,1,358,09:02:01.358,103.555
9,2,1,454,09:02:01.454,103.665
9,2,1,848,09:02:01.848,103.449
9,2,2,231,09:02:02.231,103.658
9,2,2,250,09:02:02.250,103.632
9,2,2,396,09:02:02.396,103.559
9,2,2,841,09:02:02.841,103.679
9,2,3,1,09:02:03.001,103.723
9,2,3,177,09:02:03.177,103.763
9,2,3,291,09:02:03.291,103.753
9,2,3,459,09:02:03.459,103.645
9,2,3,936,09:02:03.936,103.497
9,2,4,430,09:02:04.430,103.453
9,2,4,629,09:02:04.629,103.292
9,2,4,989,09:02:04.989,103.27
9,2,5,31,09:02:05.031,103.179
9,2,5,425,09:02:05.425,103.027
9,2,5,617,09:02:05.617,103.231
9,2,5,772,09:02:05.772,102.994
9,2,6,355,09:02:06.355,103.202
9,2,6,947,09:02:06.947,103.182
9,2,7,22,09:02:07.022,103.035
9,2,7,576,09:02:07.576,102.956
9,2,7,621,09:02:07.621,102.976
9,2,7,891,09:02:07.891,102.803
9,2,8,245,09:02:08.245,102.86
9,2,8,401,09:02:08.401,102.777
9,2,8,457,09:02:08.457,102.996
9,2,8,787,09:02:08.787,102.914
9,2,8,896,09:02:08.896,102.788
9,2,9,420,09:02:09.420,102.886
9,2,9,719,09:02:09.719,102.801
9,2,10,162,09:02:10.162,102.69
9,2,10,250,09:02:10.250,102.624
9,2,10,705,09:02:10.705,102.769
9,2,11,303,09:02:11.303,102.918
9,2,11,677,09:02:11.677,102.881
9,2,12,244,09:02:12.244,102.812
9,2,12,326,09:02:12.326,102.762
9,2,12,926,09:02:12.926,102.723
9,2,13,124,09:02:13.124,102.64
9,2,13,195,09:02:13.195,102.481
9,2,13,542,09:02:13.542,102.393
9,2,13,608,09:02:13.608,102.401
9,2,14,93,09:02:14.093,102.568
9,2,14,177,09:02:14.177,102.671
9,2,14,737,09:02:14.737,102.652
9,2,15,154,09:02:15.154,102.721
9,2,15,701,09:02:15.701,102.638
9,2,16,179,09:02:16.179,102.73
9,2,16,367,09:02:16.367,102.623
9,2,16,739,09:02:16.739,102.802
9,2,17,4,09:02:17.004,102.69
9,2,17,593,09:02:17.593,102.673
9,2,18,81,09:02:18.081,102.435
9,2,18,154,09:02:18.154,102.405
9,2,18,196,09:02:18.196,102.225
9,2,18,760,09:02:18.760,102.225
9,2,18,811,09:02:18.811,102.148
9,2,19,373,09:02:19.373,102.108
9,2,19,641,09:02:19.641,102.067
9,2,19,641,09:02:19.641,102.105
9,2,20,156,09:02:20.156,102.132
9,2,20,484,09:02:20.484,102.207
9,2,20,572,09:02:20.572,102.078
9,2,20,588,09:02:20.588,102.179
9,2,21,75,09:02:21.075,102.301
9,2,21,462,09:02:21.462,102.359
9,2,21,758,09:02:21.758,102.578
9,2,21,918,09:02:21.918,102.529
9,2,22,34,09:02:22.034,102.517
9,2,22,460,09:02:22.460,102.691
9,2,22,665,09:02:22.665,102.672
9,2,23,127,09:02:23.127,102.525
9,2,23,241,09:02:23.241,102.487
9,2,23,366,09:02:23.366,102.439
9,2,23,726,09:02:23.726,102.472
9,2,24,265,09:02:24.265,102.571
9,2,24,380,09:02:24.380,102.676
9,2,24,953,09:02:24.953,102.454
9,2,25,505,09:02:25.505,102.573
9,2,25,844,09:02:25.844,102.618
9,2,26,31,09:02:26.031,102.684
9,2,26,298,09:02:26.298,102.667
9,2,26,867,09:02:26.867,102.504
9,2,27,20,09:02:27.020,102.482
9,2,27,383,09:02:27.383,102.624
9,2,27,941,09:02:27.941,102.679
9,2,28,131,09:02:28.131,102.533
9,2,28,493,09:02:28.493,102.583
9,2,28,605,09:02:28.605,102.646
9,2,28,746,09:02:28.746,102.801
9,2,29,204,09:02:29.204,102.675
9,2,29,507,09:02:29.507,102.723
9,2,30,10,09:02:30.010,102.744
9,2,30,186,09:02:30.186,102.913
9,2,30,647,09:02:30.647,102.727
9,2,30,692,09:02:30.692,102.754
9,2,30,913,09:02:30.913,102.713
9,2,31,254,09:02:31.254,102.553
9,2,31,430,09:02:31.430,102.616
9,2,31,554,09:02:31.554,102.779
9,2,31,965,09:02:31.965,102.582
9,2,32,103,09:02:32.103,102.669
9,2,32,544,09:02:32.544,102.762
9,2,32,943,09:02:32.943,102.826
9,2,33,442,09:02:33.442,102.807
9,2,33,971,09:02:33.971,102.925
9,2,34,542,09:02:34.542,103.075
9,2,34,578,09:02:34.578,102.979
9,2,34,946,09:02:34.946,102.951
9,2,35,148,09:02:35.148,103.023
9,2,35,553,09:02:35.553,103.139
9,2,36,11,09:02:36.011,103.062
9,2,36,54,09:02:36.054,103.107
9,2,36,115,09:02:36.115,103.008
9,2,36,246,09:02:36.246,103.066
9,2,36,647,09:02:36.647,103.208
9,2,36,788,09:02:36.788,103.275
9,2,37,201,09:02:37.201,103.371
9,2,37,567,09:02:37.567,103.381
9,2,37,920,09:02:37.920,103.27
9,2,38,153,09:02:38.153,103.141
9,2,38,523,09:02:38.523,103.149
9,2,38,922,09:02:38.922,103.368
9,2,39,11,09:02:39.011,103.318
9,2,39,303,09:02:39.303,103.212
9,2,39,613,09:02:39.613,103.272
9,2,39,837,09:02:39.837,103.322
9,2,40,232,09:02:40.232,103.19
9,2,40,381,09:02:40.381,103.386
9,2,40,398,09:02:40.398,103.253
9,2,40,819,09:02:40.819,103.25
9,2,41,52,09:02:41.052,103.298
9,2,41,306,09:02:41.306,103.375
9,2,41,563,09:02:41.563,103.275
9,2,41,747,09:02:41.747,103.252
9,2,41,751,09:02:41.751,103.242
9,2,42,187,09:02:42.187,103.281
9,2,42,713,09:02:42.713,103.456
9,2,43,280,09:02:43.280,103.558
9,2,43,735,09:02:43.735,103.629
9,2,44,225,09:02:44.225,103.68
9,2,44,481,09:02:44.481,103.549
9,2,44,883,09:02:44.883,103.726
9,2,45,362,09:02:45.362,103.753
9,2,45,715,09:02:45.715,103.825
9,2,46,75,09:02:46.075,103.8
9,2,46,333,09:02:46.333,103.73
9,2,46,692,09:02:46.692,103.665
9,2,46,753,09:02:46.753,103.753
9,2,47,34,09:02:47.034,103.543
9,2,47,495,09:02:47.495,103.689
9,2,47,929,09:02:47.929,103.494
9,2,48,197,09:02:48.197,103.606
9,2,48,604,09:02:48.604,103.501
9,2,48,626,09:02:48.626,103.558
9,2,48,809,09:02:48.809,103.57
9,2,49,387,09:02:49.387,103.489
9,2,49,855,09:02:49.855,103.512
9,2,49,886,09:02:49.886,103.362
9,2,50,184,09:02:50.184,103.402
9,2,50,268,09:02:50.268,103.268
9,2,50,467,09:02:50.467,103.118
9,2,50,740,09:02:50.740,103.038
9,2,50,942,09:02:50.942,103.08
9,2,51,187,09:02:51.187,103.173
9,2,51,474,09:02:51.474,103.101
9,2,51,681,09:02:51.681,102.949
9,2,52,46,09:02:52.046,102.98
9,2,52,433,09:02:52.433,103.038
9,2,52,908,09:02:52.908,103.21
9,2,53,445,09:02:53.445,103.15
9,2,53,598,09:02:53.598,103.354
9,2,53,784,09:02:53.784,103.313
9,2,54,289,09:02:54.289,103.427
9,2,54,566,09:02:54.566,103.316
9,2,54,874,09:02:54.874,103.476
9,2,55,167,09:02:55.167,103.519
9,2,55,521,09:02:55.521,103.489
9,2,55,671,09:02:55.671,103.359
9,2,55,837,09:02:55.837,103.301
9,2,56,363,09:02:56.363,103.384
9,2,56,784,09:02:56.784,103.413
9,2,56,836,09:02:56.836,103.445
9,2,57,225,09:02:57.225,103.438
9,2,57,555,09:02:57.555,103.488
9,2,58,75,09:02:58.075,103.538
9,2,58,97,09:02:58.097,103.412
9,2,58,487,09:02:58.487,103.299
9,2,58,508,09:02:58.508,103.189
9,2,59,44,09:02:59.044,103.056
9,2,59,82,09:02:59.082,103.167
9,2,59,679,09:02:59.679,103.053
9,2,59,707,09:02:59.707,103.003
9,2,59,727,09:02:59.727,102.823
9,2,59,880,09:02:59.880,102.987
9,3,0,18,09:03:00.018,102.939
9,3,0,64,09:03:00.064,103.189
9,3,0,222,09:03:00.222,103.206
9,3,0,258,09:03:00.258,103.141
9,3,0,345,09:03:00.345,102.997
9,3,0,509,09:03:00.509,102.845
9,3,0,894,09:03:00.894,102.636
9,3,0,998,09:03:00.998,102.818
9,3,1,583,09:03:01.583,102.925
9,3,1,589,09:03:01.589,103.1
9,3,1,758,09:03:01.758,103.104
9,3,2,208,09:03:02.208,103.105
9,3,2,748,09:03:02.748,102.931
9,3,3,240,09:03:03.240,103.068
9,3,3,467,09:03:03.467,103.079
9,3,3,536,09:03:03.536,102.913
9,3,3,916,09:03:03.916,103.021
9,3,3,987,09:03:03.987,102.872
9,3,4,386,09:03:04.386,102.761
9,3,4,725,09:03:04.725,102.888
9,3,5,207,09:03:05.207,102.941
9,3,5,621,09:03:05.621,102.86
9,3,5,634,09:03:05.634,102.877
9,3,6,225,09:03:06.225,102.99
9,3,6,534,09:03:06.534,103.057
9,3,6,843,09:03:06.843,103.227
9,3,7,416,09:03:07.416,103.375
9,3,7,736,09:03:07.736,103.275
9,3,8,334,09:03:08.334,103.17
9,3,8,391,09:03:08.391,103.216
9,3,8,846,09:03:08.846,103.246
9,3,9,426,09:03:09.426,103.343
9,3,9,776,09:03:09.776,103.461
9,3,10,242,09:03:10.242,103.51
9,3,10,645,09:03:10.645,103.533
9,3,11,51,09:03:11.051,103.353
9,3,11,483,09:03:11.483,103.263
9,3,12,74,09:03:12.074,103.43
9,3,12,259,09:03:12.259,103.508
9,3,12,769,09:03:12.769,103.473
9,3,13,311,09:03:13.311,103.396
9,3,13,653,09:03:13.653,103.498
9,3,13,824,09:03:13.824,103.512
9,3,14,230,09:03:14.230,103.593
9,3,14,374,09:03:14.374,103.488
9,3,14,517,09:03:14.517,103.461
9,3,14,646,09:03:14.646,103.505
9,3,14,951,09:03:14.951,103.438
9,3,15,34,09:03:15.034,103.478
9,3,15,305,09:03:15.305,103.676
9,3,15,638,09:03:15.638,103.59
9,3,15,693,09:03:15.693,103.595
9,3,15,771,09:03:15.771,103.555
9,3,16,203,09:03:16.203,103.54
9,3,16,399,09:03:16.399,103.613
9,3,16,984,09:03:16.984,103.455
9,3,17,282,09:03:17.282,103.671
9,3,17,492,09:03:17.492,103.743
9,3,17,533,09:03:17.533,103.672
9,3,18,77,09:03:18.077,103.721
9,3,18,240,09:03:18.240,103.872
9,3,18,326,09:03:18.326,103.869
9,3,18,699,09:03:18.699,103.757
9,3,18,910,09:03:18.910,103.735
9,3,19,299,09:03:19.299,103.635
9,3,19,733,09:03:19.733,103.413
9,3,19,772,09:03:19.772,103.355
9,3,20,226,09:03:20.226,103.302
9,3,20,561,09:03:20.561,103.138
9,3,20,630,09:03:20.630,103.257
9,3,20,983,09:03:20.983,103.472
9,3,21,81,09:03:21.081,103.315
9,3,21,640,09:03:21.640,103.345
9,3,21,993,09:03:21.993,103.183
